username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,vandal
Soap mactavish123,0,0,0,1,0,1,0,0,0,1,1,0,1
Uspacificfleet,0,0,0,1,1,0,0,0,0,1,0,1,0
Heyjoesoap,0,0,1,1,1,1,1,0,1,1,1,0,0
Keshiatoni,0,1,0,0,0,0,0,0,1,0,0,1,0
Ehsaan.geo,0,0,1,0,0,0,0,0,1,0,0,1,0
Icarly5589,0,0,0,0,0,0,0,0,0,0,0,0,1
Esther.seung.lee,0,0,1,1,1,0,1,0,1,1,0,1,0
Kwmicklatcher,0,0,0,1,0,1,1,0,0,1,0,0,1
Johncena898,0,0,1,0,0,1,1,1,1,1,1,0,1
Alternatelife,0,0,0,1,1,1,1,0,0,1,1,0,0
Mammal12345,0,0,0,0,0,1,1,0,0,1,0,0,1
Kellzchris,1,1,1,1,1,1,1,0,1,1,0,1,0
DraconiansUnleashed354,0,0,1,1,0,1,1,0,1,1,0,1,0
Zakkturn,1,1,1,0,0,0,1,0,1,0,0,1,0
Tanner216,0,0,0,1,0,0,0,0,0,1,0,0,1
RANDALL SNAKE,0,0,0,0,0,0,0,0,0,0,0,0,1
Swindle123,1,0,0,0,0,0,0,0,1,0,0,0,0
Kfleet,0,0,0,0,0,0,0,0,0,0,0,0,1
Charis Beynon,1,1,1,0,0,0,1,0,1,0,0,1,0
Ag archivist,0,0,1,1,1,1,0,0,1,1,1,0,0
Meowstic22,0,0,0,0,0,1,0,0,0,1,0,0,1
The TIL helper,0,0,0,0,0,1,1,0,0,1,0,0,1
Swag420yolo,0,0,0,0,0,1,1,0,0,1,0,0,1
Silveiro,0,0,0,0,0,0,0,0,1,0,0,1,0
Llee3629,0,0,0,0,0,1,1,0,0,1,0,0,1
Sunildharpa,1,0,0,0,0,0,0,0,1,0,0,1,0
AwesomeWhovian,0,0,0,1,1,1,0,0,0,1,0,0,1
Paparazziswallow,0,0,0,1,0,1,1,0,0,1,0,0,1
Crushingkiller,0,0,0,0,0,1,0,0,0,1,0,0,1
SUNWINDRAIN2003,0,0,0,0,0,0,0,0,0,0,0,0,0
Waqas Jutt,1,1,1,1,1,1,1,0,1,1,0,1,0
59steez,0,0,0,0,0,0,0,0,0,0,0,0,1
Craicify,0,0,0,1,0,1,1,0,0,1,0,0,1
Usernamerfs,0,0,0,1,0,0,0,0,0,1,0,0,1
Pendrop9,0,0,0,0,1,0,0,0,0,1,0,0,0
Pradyothcjohn,1,1,1,1,0,1,1,0,1,1,0,0,0
Joefish178,0,0,0,1,0,1,1,0,0,1,1,0,1
Landonlopez007,0,0,0,0,0,0,0,0,0,0,0,1,1
Edit Author,0,1,1,0,0,1,0,0,1,1,0,1,0
Tyler lee hart,0,0,0,0,0,0,0,0,0,0,0,0,1
Bernardo12,1,0,0,0,0,0,0,0,1,0,0,1,0
Bonniefernley,1,1,1,1,1,1,1,0,1,1,0,1,0
Axiss Dental,0,1,0,0,0,0,0,0,1,0,0,1,0
Tango303,1,1,1,1,1,1,1,1,1,1,1,0,0
Bilgeozata,0,0,1,0,0,0,0,0,1,0,0,1,0
JbreezCapricorn1,1,0,0,1,1,0,1,0,1,1,1,0,1
Lanceadrian,0,0,0,1,1,1,1,0,0,1,1,0,1
BlackopsIIbro,0,0,0,0,0,1,1,0,0,1,0,0,1
Ronny2107,0,0,0,1,0,1,1,0,0,1,0,0,1
Gandi Anjaneyulu,0,1,0,0,0,0,0,0,1,0,0,1,0
Kokogodrock,0,0,0,1,0,0,0,0,0,1,0,0,1
Luzonaga,0,0,0,0,0,0,0,0,0,0,0,1,0
Noonehatesorangejuice,0,0,0,1,1,1,1,0,0,1,1,0,0
Accurexbiomedical,1,0,1,0,0,0,1,0,1,0,0,1,0
Hephzibah007,0,0,0,1,0,0,0,0,0,1,0,1,0
Midiera,1,0,1,0,0,0,1,0,1,0,0,1,0
Libramtera,0,1,0,0,0,0,0,0,1,0,0,1,0
Markgibsonwazzup,0,0,0,1,0,1,0,0,0,1,0,0,1
Yoannou300,1,1,1,0,0,0,1,0,1,0,0,1,0
Malcolm Barnard,0,0,1,0,1,0,0,0,1,1,0,0,0
GKWilly,0,0,0,0,0,0,0,0,0,0,0,1,0
Braedonbb,0,0,0,0,0,0,0,0,0,0,0,0,1
Hannahnannashearer,0,0,0,1,0,1,1,0,0,1,0,0,1
AlvaroGuevaraVazquez,1,1,1,0,0,0,1,0,1,0,0,1,0
Rob6193,0,0,0,0,0,0,0,0,0,0,0,1,1
Gaurav363,1,1,0,1,1,1,1,0,1,1,1,0,0
Le Survivant,1,1,1,0,1,1,1,0,1,1,1,1,0
Ash9929,0,0,0,0,0,1,1,0,0,1,0,0,1
Mr. Awesome Falcon,0,0,0,0,0,0,0,0,0,0,1,1,0
Ffruitshop,1,1,1,1,1,1,1,0,1,1,0,0,0
HELLO I AM A NOOB,0,1,1,0,0,0,1,0,1,0,0,1,1
Unhelpful22,0,0,0,0,0,0,0,0,0,0,1,0,1
Geekofhistory,0,0,0,1,0,1,0,0,0,1,0,0,1
Renda hair,0,0,1,0,0,0,1,0,1,0,0,1,0
Ymcaftwyoloswag,0,0,0,0,0,0,0,0,0,0,0,0,1
SuperSleek,0,0,0,1,0,0,0,0,0,1,0,0,1
Bay Area Rapid Transit,0,0,0,0,0,0,0,0,0,0,0,0,1
Weesly wendy,0,0,0,0,0,0,0,0,0,0,0,0,1
Evasi0n35,0,0,0,0,0,0,0,0,0,0,0,0,1
HueyLouie2e,0,1,1,0,0,1,0,0,1,1,1,0,0
Funrox123,0,0,0,1,1,1,1,0,0,1,0,0,1
Gregdavis1,0,0,0,0,1,1,1,0,0,1,0,0,1
Ostoneo9,0,0,0,0,0,0,0,0,0,0,0,1,1
Cuteaditya,0,0,0,0,0,1,0,0,0,1,0,0,0
DeniseMCostanzo,0,1,1,0,0,0,0,0,1,0,0,1,0
Qwert25to the beat,0,0,0,0,0,1,1,0,0,1,0,0,1
Bsioheio123,0,0,0,1,0,0,0,0,0,1,0,0,1
Craiggy H,0,0,0,1,1,0,0,0,0,1,0,0,1
Shipdew,0,0,0,1,1,1,1,0,0,1,1,0,0
Puckingfrick,0,0,0,0,0,1,1,0,0,1,0,0,1
Hilsteadman,1,1,1,1,1,1,1,0,1,1,1,0,0
Kademarsili,0,0,0,1,0,1,0,0,0,1,0,0,1
Bstrdsox04,0,1,1,1,1,1,1,0,1,1,0,1,0
Unseemly Tractor,1,0,0,0,0,0,1,0,1,0,0,1,1
Mattcymru,0,0,1,1,1,1,1,1,1,1,1,0,1
Jackson543210,0,0,0,0,0,1,1,0,0,1,0,1,1
Skielheim,0,1,1,0,0,0,0,0,1,0,0,1,0
Notokcorral,1,0,1,1,1,1,1,1,1,1,1,0,0
Qwerty50,0,0,0,0,0,1,1,0,0,1,0,1,1
Elizabeth Chantal,0,0,1,1,0,0,0,0,1,1,0,1,0
Phoenixwright7321,0,0,0,0,1,0,0,0,0,1,0,0,1
Shoaib5in,1,1,1,0,0,0,1,0,1,0,0,1,0
Evanderxn,0,0,1,1,1,1,1,1,1,1,1,0,0
Athulmathewkonoor,0,0,0,0,0,1,0,0,0,1,0,1,0
Drewkeeling,0,0,0,1,1,1,1,0,0,1,1,0,0
Jordikokki90,0,0,0,0,0,1,1,0,0,1,0,0,1
DeborahLinderDVMDACVN,0,0,0,0,0,0,0,0,0,0,0,0,0
FliZhou,0,0,1,1,1,1,1,0,1,1,0,0,0
Elia-thomas-zard,0,0,0,0,0,0,0,0,0,0,0,0,1
Senioranonymous,0,0,0,0,0,1,1,0,0,1,0,0,0
Dahal aavas,0,0,0,1,1,0,0,0,0,1,0,0,1
Meriana2234,0,0,0,1,1,0,0,0,0,1,0,0,1
Besets,0,0,1,0,0,0,1,0,1,0,0,1,0
Billyz90,0,0,0,0,0,0,0,0,0,0,0,0,1
Ecspertoneverything1,0,0,0,0,0,0,0,0,0,0,0,0,1
Tinycee1,0,0,0,0,0,1,0,0,0,1,0,0,1
PineappleSpoon22,0,0,0,0,0,0,0,0,0,0,0,0,1
Calebon,0,0,0,0,0,1,0,0,0,1,0,0,1
ClubbyClubman,1,1,0,0,0,1,0,0,1,1,0,0,1
Yashtulsiani,0,0,0,1,0,1,1,0,0,1,0,0,1
Elcaabe,0,0,0,1,0,0,0,0,0,1,0,0,1
Isofat,0,0,0,0,0,1,1,0,0,1,0,0,1
Khifler,1,0,1,0,0,0,1,0,1,0,0,1,0
Wusr98,0,0,0,0,0,0,0,0,0,0,0,1,0
Jerry304,0,0,0,0,0,0,0,0,0,0,0,0,0
JohnSertangle,0,0,0,1,0,1,1,0,0,1,0,0,1
Sheikhzahed91,0,0,1,0,0,0,1,0,1,0,0,1,0
Pastor Bob Richardson,0,0,0,0,0,0,0,0,0,0,0,1,0
FoxyOrange,1,1,1,1,1,1,1,1,1,1,1,1,0
Omnaeon,1,1,1,0,0,0,1,0,1,0,0,1,0
Edoor21,0,0,0,0,0,0,0,0,0,0,0,1,0
Pabowen1,0,0,0,1,1,1,1,0,0,1,0,1,0
Uma hyane,0,1,1,0,0,0,0,0,1,0,0,1,0
Anatoli Silajev,0,0,1,0,0,1,1,1,1,1,0,1,0
Kylerweiss,1,0,1,1,0,1,1,0,1,1,0,1,1
Chuxulub,0,1,1,1,0,0,0,1,1,1,0,0,0
Ryanlikescurry,0,0,0,0,0,0,0,0,0,0,0,0,1
Devilman154,0,0,0,0,0,1,1,0,0,1,0,0,1
1982vdven,0,1,1,1,1,1,1,0,1,1,1,1,0
JuanKipper,0,0,0,1,0,1,1,0,0,1,0,0,1
WaTcHoUT2000,0,0,0,0,0,1,1,0,0,1,0,1,1
Weedirtman132,0,0,0,0,1,1,0,0,0,1,0,0,1
JonahPulbury,0,0,0,0,1,1,1,0,0,1,0,0,1
Pogo3038,0,0,0,0,0,0,0,0,0,0,0,0,1
Hastings.x,1,0,1,0,0,0,1,0,1,0,0,1,0
Roosterppr,0,0,0,0,0,1,1,0,0,1,0,1,1
Burty17,0,0,0,0,1,0,0,0,0,1,0,0,1
Beefwilko,0,0,0,0,0,1,1,0,0,1,0,0,1
KledAylii,0,1,0,1,0,1,0,0,1,1,1,0,0
QuatroUno,0,0,0,0,0,1,1,0,0,1,0,0,1
Checkb4uwreck,0,0,1,0,0,1,1,1,1,1,1,0,1
PHargrove,0,0,0,0,0,1,1,0,0,1,0,1,0
Mshepha,1,1,1,1,0,1,1,0,1,1,0,1,0
Jagannadham Thunuguntla,1,1,1,0,0,0,1,0,1,0,0,1,0
Loopsyel,0,0,0,0,0,0,0,0,0,0,0,0,0
The jiz,0,0,0,0,0,1,1,0,0,1,0,0,1
Bubbybubs,1,0,1,0,0,1,1,0,1,1,0,0,0
PhilipJudson,1,1,1,1,1,1,1,0,1,1,0,0,0
Davidmarchi,1,1,0,0,0,0,0,0,1,0,0,1,0
LogicGamer,0,0,1,0,0,0,1,0,1,0,0,1,0
Nsambassador,1,0,0,0,0,0,0,0,1,0,0,0,0
Isnotsimon,0,0,1,1,0,0,1,0,1,1,0,0,0
Orangejuicepie,0,0,0,0,0,1,0,0,0,1,0,0,1
Rhonie16,1,1,0,0,0,0,0,0,1,0,0,1,0
Gamoveragt,0,1,0,1,1,1,1,0,1,1,0,0,1
StatoatTBC,1,1,1,1,1,1,1,0,1,1,1,0,0
Goholmes,1,0,0,0,1,1,1,0,1,1,0,1,0
MephistoGF,0,0,1,1,1,1,1,0,1,1,1,0,0
Quicksilver428,0,0,0,0,0,1,1,0,0,1,0,0,1
Maurizio Martina,1,1,1,0,0,0,1,0,1,0,0,1,0
Chris13467881,0,0,0,1,0,1,0,0,0,1,0,0,1
Becksterboss,0,0,0,0,0,0,0,0,0,0,0,0,1
Myawesomeness,0,0,0,0,0,1,0,0,0,1,0,1,1
Tmbs,0,0,0,0,0,1,1,0,0,1,0,0,0
Mattythomass,1,1,0,1,1,1,1,0,1,1,0,0,0
Yatesh,0,0,0,1,1,1,0,0,0,1,0,0,1
WillSmith12345forlife,0,0,0,0,0,1,1,0,0,1,0,0,1
Edokter2,1,1,1,0,0,0,0,0,1,0,0,1,0
Nofro1997,0,0,0,0,0,1,1,0,0,1,0,0,1
Bossdog213,0,0,0,0,0,0,0,0,0,0,0,0,1
Nadernajem,0,0,0,0,1,1,1,0,0,1,0,0,1
J!mb0 Whales,0,0,0,0,0,0,0,0,0,0,0,0,1
WikiUser44,0,0,0,0,0,0,0,0,0,0,0,0,1
Rapper maddy87,1,1,0,0,0,0,0,0,1,0,0,1,0
Rkasak,1,0,1,0,0,0,1,0,1,0,0,1,0
PizzaPizza12345678910,0,0,0,1,1,0,0,0,0,1,0,0,1
Kennydunwell,0,0,0,1,1,0,0,0,0,1,0,0,0
Androllinswag,0,0,1,0,0,1,1,0,1,1,0,0,1
Dr kaleem elahi amjad nizami,0,0,0,1,0,1,1,0,0,1,0,0,0
Hafiztask,1,0,1,0,0,0,1,0,1,0,0,1,0
Mcrwylie,1,1,1,1,1,1,1,0,1,1,1,1,0
Yumatsukumo,0,0,1,0,0,0,0,0,1,0,0,1,1
Mux7000,0,1,0,0,0,0,0,0,1,0,0,1,0
Steeletrap,1,1,1,1,1,1,1,1,1,1,1,1,0
Aloure01,0,0,0,1,0,1,1,0,0,1,0,0,1
DarkWinxGirl,0,0,0,0,0,1,0,0,0,1,0,0,0
Prefessor Johnson,0,0,0,1,0,1,1,0,0,1,0,0,1
Renayrz,1,1,1,1,0,0,0,0,1,1,0,1,0
Questorsarrows,0,0,0,0,0,0,0,0,0,0,0,0,1
FadeDelFlow,0,0,0,0,1,1,1,0,0,1,1,0,1
Katsreference,0,1,0,0,0,0,0,0,1,0,0,1,0
Shyamlraj,1,1,0,0,0,0,0,0,1,0,0,1,0
Timatunechi,0,0,0,1,0,1,1,0,0,1,0,0,1
Squishy901,0,0,0,0,1,1,0,0,0,1,1,0,1
Liamburke998899,1,1,1,0,0,0,0,0,1,0,0,1,0
Tenezledroitz,1,0,1,0,0,0,1,0,1,0,0,1,0
Janus von Abaton,0,1,1,0,1,1,1,1,1,1,1,0,0
Toddthecarver,0,0,0,0,0,1,0,0,0,1,0,0,0
KAstudios,0,1,0,0,0,0,0,0,1,0,0,1,0
Believeeeewhatisaycreo,0,0,0,1,0,0,0,0,0,1,0,0,1
Bulldogg1199,0,0,0,1,0,1,1,0,0,1,0,0,1
Dogz856,0,0,0,1,0,1,1,0,0,1,0,0,1
Ikewade,1,0,1,1,1,1,1,0,1,1,0,1,0
5boysdarling,0,0,1,1,0,0,0,0,1,1,0,0,1
CloudMX,1,0,0,1,1,1,1,1,1,1,1,0,0
Stanbrock,1,0,1,0,0,0,1,0,1,0,0,1,0
Norway7,0,0,0,1,1,1,1,0,0,1,0,0,1
The b brothers,0,0,0,0,0,0,0,0,0,0,0,0,0
Qajs1,0,0,0,1,0,1,0,0,0,1,0,0,1
Bensonkelvin,0,0,0,0,0,0,0,0,0,0,0,0,1
Foldingbro,1,1,1,0,0,0,1,0,1,0,0,1,0
Library777,1,1,1,1,1,1,1,0,1,1,0,0,0
Balletafser,0,0,0,0,0,0,0,0,0,0,0,0,1
Y4-A1,1,1,1,1,1,1,1,0,1,1,1,0,0
Cookie200120012001,0,0,0,0,0,0,0,0,0,0,0,0,1
DonaldArraya,0,0,0,0,0,1,1,0,0,1,0,0,1
DHninjaman,0,1,0,0,0,0,0,0,1,0,0,1,0
BEC17584,1,1,0,0,0,0,0,0,1,0,0,1,0
JFTB99,0,0,0,0,0,0,0,0,0,0,0,0,1
Tess.kern,0,0,0,0,1,0,0,0,0,1,0,0,1
CsDex,0,0,0,1,0,1,0,0,0,1,0,1,0
Noegid,0,0,0,1,1,1,1,0,0,1,1,1,0
Renukaalurkar,1,1,1,0,0,1,1,0,1,1,0,1,0
Clingerja,1,1,1,1,1,1,1,0,1,1,0,1,0
Nomi12345,0,0,0,0,0,0,0,0,0,0,0,1,0
ChrisD11,1,0,1,1,1,1,1,0,1,1,1,1,0
SlushO1,0,0,1,0,0,1,1,0,1,1,0,1,0
Yoloswag12121212,0,0,0,0,1,0,0,0,0,1,1,0,1
Pousti12,0,0,0,0,0,1,0,0,0,1,0,0,1
Pooooooo78910,0,0,0,0,0,0,0,0,0,0,0,0,1
Adoria3287,0,0,0,0,0,0,0,0,0,0,0,1,0
Savitha chandrasekaran,0,0,0,0,0,0,0,0,0,0,0,1,0
Nunx,0,0,0,0,1,1,0,0,0,1,0,0,1
Srbin100%,1,1,0,1,1,1,1,0,1,1,0,1,0
Paulmergel,0,0,0,0,0,0,0,0,0,0,0,1,0
Argsabacajan1,1,1,1,0,0,0,1,0,1,0,0,1,0
JimmyYuGG,0,0,0,1,1,1,1,0,0,1,0,1,0
BiologistBabe,1,1,1,0,0,0,1,0,1,0,0,1,0
Adrian2883,0,0,0,0,0,0,0,0,0,0,0,0,1
Jamesthornton32,0,0,0,0,0,1,1,0,0,1,0,0,1
Briamer,0,0,0,0,0,0,0,0,0,0,0,1,1
Prince Sola Aiyeku,0,1,1,0,0,0,0,0,1,0,0,1,0
Ampwebdesign,0,1,0,0,0,0,0,0,1,0,0,1,0
Arune1385,0,0,1,0,0,0,1,0,1,0,0,1,0
Brayden256,0,0,0,0,0,1,0,0,0,1,0,0,1
SPSutherland,1,1,1,1,1,1,1,0,1,1,1,0,0
RETheUgly,1,0,1,0,0,1,1,0,1,1,0,1,0
SuperiorSalmon,0,0,0,1,0,1,0,0,0,1,0,1,1
Dorritos locos tacos,0,0,0,1,1,1,1,0,0,1,0,0,1
Razzaaa123,0,0,0,0,0,0,0,0,0,0,0,0,1
Mhill2000,0,0,0,1,0,1,1,0,0,1,0,0,1
Samadamsrules,0,0,0,1,0,0,0,0,0,1,0,0,1
SonOfACommie,0,0,0,0,0,0,0,1,0,0,0,1,0
Shadeslayer036,0,0,0,1,0,0,0,0,0,1,0,0,1
Hcribs,0,0,0,1,1,1,0,0,0,1,1,1,0
Wildfire13,0,1,0,0,0,0,0,0,1,0,0,1,0
Pachydermatous Mameluke,0,0,0,0,1,1,0,0,0,1,0,1,0
Mongobongohongo,1,1,1,1,0,1,1,0,1,1,0,0,0
127845gqou,1,0,1,1,1,1,1,0,1,1,0,0,0
일본,0,0,0,0,0,0,0,0,0,0,0,0,1
Articmonkeys,0,1,0,1,1,1,1,0,1,1,1,0,0
Ailesdepapillon,0,1,1,0,0,0,0,0,1,0,0,1,0
Notanaflplayer,0,0,0,1,1,1,1,0,0,1,0,0,1
Joeywoz2001,0,0,0,1,0,1,1,0,0,1,0,0,1
SayvRS,0,0,0,0,0,0,0,0,0,0,0,0,1
Nitesh kamalpuria,0,0,1,0,0,0,1,0,1,0,0,1,0
CodeNameBOSS,0,0,1,0,0,0,0,0,1,0,0,0,0
Hchhdfuvf,0,0,0,0,0,1,1,0,0,1,0,0,1
Draiocht39,0,0,0,1,1,0,0,0,0,1,0,0,1
Kubalibra,0,0,0,1,1,0,0,0,0,1,0,1,0
Des04,1,1,1,1,1,1,1,0,1,1,1,1,0
Lebronfodjames,0,0,0,0,0,0,0,0,0,0,0,0,1
Prytr,0,0,0,0,0,1,0,0,0,1,0,0,1
Python18,0,0,0,0,0,1,0,0,0,1,0,0,1
Kegdoyle,0,1,1,0,0,0,0,0,1,0,0,1,0
Tabrnakus,1,1,1,1,1,1,1,1,1,1,0,0,1
FlipperOfIce2,0,0,1,1,0,1,1,0,1,1,1,0,0
Huasostehd,0,0,1,0,0,0,1,0,1,0,0,0,1
Riegern,1,0,1,0,0,0,1,0,1,0,0,1,0
Wegenerfamily,0,0,0,1,0,1,1,0,0,1,0,0,1
Noskcaj10,0,0,0,1,0,1,1,0,0,1,0,0,1
Jihye Byun,0,0,1,0,0,0,0,0,1,0,0,1,0
Sriram9999,0,0,0,1,1,1,1,0,0,1,1,0,1
Emperor Adam,0,0,1,1,1,1,1,0,1,1,0,0,1
Albertorina,0,0,0,1,0,1,1,0,0,1,0,0,1
Zaseaweed,0,0,0,0,0,0,0,0,0,0,0,1,0
Endlessct9a,0,0,1,1,1,1,1,0,1,1,1,0,0
Blah654565,0,0,0,1,0,1,0,0,0,1,0,0,1
Madiwasherexxx,0,0,1,0,0,0,0,0,1,0,0,1,1
StupidDeathsLover,0,0,0,1,1,1,1,0,0,1,0,0,1
Canceriscool,0,0,0,1,1,0,0,0,0,1,0,0,1
UKAmerican,1,0,0,1,1,1,1,0,1,1,1,0,0
IanRol,0,0,1,0,0,1,1,0,1,1,0,0,0
Azfuzz,0,0,0,1,0,1,1,0,0,1,0,0,1
Dinabone123,1,0,1,0,0,0,1,0,1,0,0,1,1
Mark Laughs,0,0,0,1,1,1,1,0,0,1,0,1,1
Grandpescator,1,1,0,1,1,1,1,1,1,1,1,0,0
Pussy vany clit alphabetic,0,0,0,1,0,0,0,0,0,1,0,0,1
Extermirance,0,0,0,1,0,0,0,0,0,1,0,0,1
Wereq123,0,1,0,0,0,0,0,0,1,0,0,0,1
Lkg252,0,0,0,1,1,1,1,0,0,1,0,0,0
AroundWayOther,0,0,0,1,1,1,1,0,0,1,0,0,1
Cool crew,0,0,0,1,0,1,1,0,0,1,0,0,1
Mrkwillson,0,0,1,1,0,0,1,1,1,1,0,1,0
Ihatemartin,0,0,0,0,0,0,0,0,0,0,0,0,1
Chris troutman,1,1,1,1,1,1,1,1,1,1,1,1,0
Nicola frenandes,1,1,1,0,1,0,0,0,1,1,0,0,0
Dhdfdfhfdhfdhfd,1,0,0,0,0,0,0,1,1,0,0,0,1
Cheifqweef1,0,0,0,0,0,0,0,0,0,0,0,0,1
Waffellonacopterwall,0,0,1,0,0,0,0,0,1,0,0,0,1
20rolls,0,0,0,0,1,1,1,0,0,1,0,0,1
Mylittleanimal1,0,0,0,0,0,1,1,0,0,1,1,0,1
Subodh Kumar Vishwakarma,0,1,0,0,0,0,0,0,1,0,0,1,0
Frankrolf,0,0,1,0,0,0,0,0,1,0,1,0,0
Mukburger,0,1,0,0,0,0,0,0,1,0,0,1,1
Nouveau Pauvre,0,0,1,1,1,1,1,0,1,1,1,0,0
Daspammasta,0,0,0,0,0,1,1,0,0,1,0,0,1
Mr.sp3kt,0,0,1,0,0,0,1,0,1,0,0,1,0
Braves1500,0,0,0,0,0,1,0,0,0,1,0,0,0
Welcome to wiki123456789,0,0,0,1,0,0,0,0,0,1,0,0,1
JohnTheKool Kat From Texas,0,0,0,0,0,1,1,0,0,1,0,0,1
KingOfKurry,0,0,0,0,0,1,0,0,0,1,0,0,1
Vincy2013,1,1,0,0,0,0,0,0,1,0,0,1,0
Kaitlinz,0,1,0,1,0,1,0,0,1,1,1,1,0
Writer93,0,0,1,1,0,1,1,0,1,1,0,0,0
Bananadine,1,1,1,0,0,0,1,0,1,0,0,1,0
Jason Swindle Sr,1,1,0,0,0,0,0,0,1,0,0,1,0
Nikkiminaj12345,0,0,0,0,0,0,0,0,0,0,0,0,1
Croady17,0,0,0,0,0,0,0,0,0,0,0,0,1
Meaghan369,0,0,0,0,0,1,1,0,0,1,0,0,1
AbeRulez,0,0,0,0,1,1,0,0,0,1,0,0,1
DanielStanworth,0,0,0,1,0,1,1,0,0,1,1,0,1
Hafiz Mohammed,1,0,1,0,0,0,1,0,1,0,0,1,0
Automaton wiki,0,0,1,1,1,1,1,1,1,1,1,0,0
C3rn nz,0,0,0,0,0,1,0,0,0,1,0,0,0
Tippykqp,1,0,1,0,0,1,1,0,1,1,0,0,1
Choc2,0,0,0,0,0,0,0,0,0,0,0,1,1
Beyerr1,0,0,0,0,1,0,0,0,0,1,0,1,0
Jberry2000,0,0,0,0,0,1,1,0,0,1,0,0,1
Sue and Steve,1,1,1,1,0,1,1,0,1,1,1,1,0
Hansun,0,0,0,0,0,0,0,0,0,0,0,0,1
Ice75521,0,0,0,0,0,0,0,0,0,0,0,0,0
Otto1943,1,0,1,1,1,1,1,1,1,1,1,0,0
Glunbbb,0,0,0,0,0,0,0,0,0,0,0,0,1
Eimantas Kristinn Misiunas,0,1,1,0,0,0,1,0,1,0,0,1,0
J. J. the User,0,0,1,0,0,0,0,0,1,0,1,1,0
Yomamo123,0,0,0,0,0,1,1,0,0,1,0,1,0
Sexygrapepop,0,0,0,1,0,0,0,0,0,1,0,0,1
Bennnnnn11111charlie11111234,0,0,0,1,0,1,1,0,0,1,0,0,1
Mhowry,0,0,0,0,0,1,0,0,0,1,1,0,0
Elvis Luzha,1,0,1,0,0,0,1,0,1,0,0,1,0
JJHOHO3,1,0,1,0,0,0,1,0,1,0,0,0,1
Powdertoy,0,0,0,0,0,1,1,0,0,1,0,0,1
Randomeditor1,0,0,0,0,0,1,1,0,0,1,0,0,1
Hamouchou,0,0,0,0,0,1,1,0,0,1,0,0,1
Aaronspong,0,0,1,0,0,0,0,0,1,0,0,1,1
Qxv,0,0,0,1,0,1,1,0,0,1,1,0,0
I hate Emily Thorne,0,0,0,0,0,0,0,0,0,0,0,0,1
Nicjkfsdffsdfg,0,0,0,0,0,0,0,0,0,0,0,0,1
Ascherger,1,1,1,0,0,0,1,0,1,0,0,1,0
JACUBANHELADO,1,1,1,1,1,1,1,0,1,1,1,0,0
ItsWilliamGuy,1,1,1,1,0,1,1,0,1,1,0,1,0
QuangVinhTran,1,0,0,0,0,0,0,0,1,0,0,1,0
Dwoullard66,0,0,0,0,0,0,0,0,0,0,0,1,0
Jnvlieland,0,0,0,0,1,0,0,0,0,1,0,0,0
Maaz alam,0,1,1,0,0,0,0,0,1,0,0,1,0
35mmMonkey,1,1,1,0,0,0,1,0,1,0,0,1,0
Cokeandsoda1234,0,0,0,0,0,1,0,0,0,1,0,0,1
Suckitfaye,0,0,0,0,0,1,1,0,0,1,0,0,1
ABierling,1,0,1,0,0,0,1,0,1,0,0,1,0
Kyrgsom,1,1,1,1,1,1,1,0,1,1,0,1,0
DEL1025,1,1,1,1,1,1,1,1,1,1,0,1,0
Lukebradford93,0,0,0,1,1,1,1,0,0,1,0,0,1
HUNUHUNUHUNUHUNUAHHUNUH,0,0,0,0,0,1,0,0,0,1,0,0,1
Adriano1995,0,0,0,0,0,0,0,0,0,0,0,0,1
Koopatroopa645,0,0,0,0,0,0,0,0,0,0,0,0,1
Stolbovsky,0,1,0,0,0,0,0,0,1,0,0,0,0
Maryannewacera,1,0,0,0,0,0,0,0,1,0,0,0,0
"Bob ""THE TRUTH"" Bobbles",0,0,0,0,0,1,1,0,0,1,0,0,1
Wooseunghyuk,0,0,0,1,0,0,0,0,0,1,0,0,1
PaulaStockman,1,1,1,0,0,0,1,0,1,0,0,1,0
Ffactchecker,0,0,0,0,0,1,1,0,0,1,0,0,0
JonathanDeal,1,0,1,0,0,0,1,0,1,0,0,1,0
LordPorkey5258,0,0,0,1,1,1,1,0,0,1,0,0,1
HurricaneBlahg,0,0,0,1,1,1,0,0,0,1,0,0,1
1dand5soslove,0,0,0,0,0,1,0,0,0,1,0,0,1
Tankionline675,0,0,0,0,1,1,0,0,0,1,1,0,1
Withbefz123,0,0,0,1,0,1,1,0,0,1,0,0,1
Chipfan,0,0,0,1,0,1,1,0,0,1,0,0,1
DaDickface,0,0,0,0,0,1,1,0,0,1,0,0,1
Marie Carline Gaspard,0,1,1,0,0,0,0,0,1,0,0,1,0
Coolbeansrocks1,0,0,0,1,1,1,0,0,0,1,0,0,1
Presidenti199,0,0,0,1,0,0,0,0,0,1,0,0,1
Awilkens8,0,1,0,0,0,0,0,0,1,0,0,1,0
Trittskeepoo,0,0,0,0,1,1,0,0,0,1,0,0,1
Scottmeredith82,0,0,0,0,0,1,1,0,0,1,0,0,1
XFEM Skier,1,1,1,1,1,1,1,1,1,1,1,0,0
Brianjh59,0,0,0,0,0,0,0,0,0,0,0,0,0
PunkRockHappy,0,0,0,0,0,0,0,0,0,0,0,1,0
